Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1990,1990,1990,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,0,World,WLD,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,342483041000,,,0
H0,1990,1990,1990,0,0,2,Export,280,Fmr Fed. Rep. of Germany,DEU,0,World,WLD,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,398381175000,,,0
H0,1990,1990,1990,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,4,Afghanistan,AFG,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,26404000,,,0
H0,1990,1990,1990,0,0,2,Export,280,Fmr Fed. Rep. of Germany,DEU,4,Afghanistan,AFG,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,20061000,,,0
H0,1990,1990,1990,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,8,Albania,ALB,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,23531000,,,0
H0,1990,1990,1990,0,0,2,Export,280,Fmr Fed. Rep. of Germany,DEU,8,Albania,ALB,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,36398000,,,0
H0,1990,1990,1990,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,12,Algeria,DZA,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,1002181000,,,0
H0,1990,1990,1990,0,0,2,Export,280,Fmr Fed. Rep. of Germany,DEU,12,Algeria,DZA,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,913384000,,,0
H0,1990,1990,1990,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,20,Andorra,AND,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,1968000,,,0
H0,1990,1990,1990,0,0,2,Export,280,Fmr Fed. Rep. of Germany,DEU,20,Andorra,AND,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,59765000,,,0
H0,1990,1990,1990,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,24,Angola,AGO,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,250039000,,,0
H0,1990,1990,1990,0,0,2,Export,280,Fmr Fed. Rep. of Germany,DEU,24,Angola,AGO,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,82361000,,,0
